Term,CRN,CourseTitle,Subject,CourseNumber,Section,SUBJ_NMBR,SUBJ_NMBR_SECT,Xlst_Group_Identifier,Course_Campus,Course_Campus_Name,Max_Enrl,Enrl_Actual,Seats_Avail,Reserved_Seating_Ind,Wait_List_Count_for_Section,RegStatusCode,RegStatusDesc,College_of_the_Course,StudentLevel,College_of_the_Student,Major,Student_Campus,TotalSemesterHours,TotalOnlineHours,Course_Location,Part_of_term_code,Schedule_type_code,Schedule_type_desc
202510,10933,SOCIAL JUSTICE & DIVERSITY,OLED,365,98,OLED-365,OLED-365-98,,8,ONLINE,25,24,1,,0,RW,Web Registered,W E Heller Col of Business,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,CHICAGO CAMPUS,18,27,3: Online Course,3B,D,Online
202510,11777,INTERNSHIP IN PSYCHOLOGY,PSYC,393,98,PSYC-393,PSYC-393-98,,8,ONLINE,15,9,6,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,CHICAGO CAMPUS,18,27,3: Online Course,1,D,Online
202510,12815,POVERTY POLICY,POS,311,1,POS-311,POS-311-01,B5,1,CHICAGO CAMPUS,25,17,8,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,CHICAGO CAMPUS,18,27,2: Schaumburg Course,1,A,Lecture
202510,13465,WRITING FOR NONPROFITS,ENG,223,1,ENG-223,ENG-223-01,AL,1,CHICAGO CAMPUS,30,9,21,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,CHICAGO CAMPUS,18,27,2: Schaumburg Course,1,A,Lecture
202510,14124,SOCIAL PSYCHOLOGY,PSYC,220,1,PSYC-220,PSYC-220-01,,1,CHICAGO CAMPUS,40,38,2,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,CHICAGO CAMPUS,18,27,2: Schaumburg Course,1,A,Lecture
202510,11144,QUANTITATIVE LITERACY,MATH,110,1,MATH-110,MATH-110-01,,1,CHICAGO CAMPUS,24,19,5,,0,RE,**Registered**,,Undergraduate,W E Heller Col of Business,Marketing,CHICAGO CAMPUS,16,3,2: Schaumburg Course,1,A,Lecture
202510,11221,INTRO TO ENVIRONMENTAL SCI,PHSC,105,1,PHSC-105,PHSC-105-01,,8,ONLINE,40,36,4,,0,RE,**Registered**,,Undergraduate,W E Heller Col of Business,Marketing,CHICAGO CAMPUS,16,3,3: Online Course,1,D,Online
202510,12199,FIRST YEAR SUCCESS COURSE,FYS,101,01X,FYS-101,FYS-101-01X,,1,CHICAGO CAMPUS,25,21,4,,0,RE,**Registered**,,Undergraduate,W E Heller Col of Business,Marketing,CHICAGO CAMPUS,16,3,2: Schaumburg Course,1,A,Lecture
202510,12541,MATHEMATICAL FOUNDATIONS,MATH,10,1,MATH-010,MATH-010-01,,1,CHICAGO CAMPUS,24,17,7,,0,RE,**Registered**,,Undergraduate,W E Heller Col of Business,Marketing,CHICAGO CAMPUS,16,3,2: Schaumburg Course,1,A,Lecture
202510,12689,COMPI: CRITICAL READ & WRITING,ENG,101,01C,ENG-101,ENG-101-01C,,1,CHICAGO CAMPUS,24,21,3,,0,RE,**Registered**,,Undergraduate,W E Heller Col of Business,Marketing,CHICAGO CAMPUS,16,3,2: Schaumburg Course,1,A,Lecture
202510,13123,INTRODUCTION TO BUSINESS,BADM,101,3,BADM-101,BADM-101-03,,1,CHICAGO CAMPUS,50,37,13,,0,RE,**Registered**,W E Heller Col of Business,Undergraduate,W E Heller Col of Business,Marketing,CHICAGO CAMPUS,16,3,2: Schaumburg Course,1,A,Lecture
202510,11189,LEGAL TECHNOLOGY,PARA,329,50,PARA-329,PARA-329-50,D5,1,CHICAGO CAMPUS,24,13,11,,0,AA,Administrative Add,,Undergraduate,"College of Humanities, Education & Social Sciences",Paralegal Studies,CHICAGO CAMPUS,12,29,2: Schaumburg Course,3B,B,Lab
202510,11190,PARALEGAL INTERNSHIP,PARA,330,9,PARA-330,PARA-330-09,D6,1,CHICAGO CAMPUS,30,9,21,,0,AA,Administrative Add,,Undergraduate,"College of Humanities, Education & Social Sciences",Paralegal Studies,CHICAGO CAMPUS,12,29,2: Schaumburg Course,1,L,Internship
202510,11457,MEDIA OUTLETS:THEORY & PRACT,OLED,310,98,OLED-310,OLED-310-98,,8,ONLINE,25,15,10,,0,AA,Administrative Add,W E Heller Col of Business,Undergraduate,"College of Humanities, Education & Social Sciences",Paralegal Studies,CHICAGO CAMPUS,12,29,3: Online Course,3A,D,Online
202510,14054,FNDS ORGANIZATIONAL LEADERSHIP,OLED,330,98A,OLED-330,OLED-330-98A,,8,ONLINE,25,27,-2,,0,AA,Administrative Add,W E Heller Col of Business,Undergraduate,"College of Humanities, Education & Social Sciences",Paralegal Studies,CHICAGO CAMPUS,12,29,3: Online Course,3B,D,Online
202510,10891,LOGIC,PHIL,210,1,PHIL-210,PHIL-210-01,,1,CHICAGO CAMPUS,40,30,10,,0,RE,**Registered**,,Undergraduate,"College of Humanities, Education & Social Sciences",Undecided,CHICAGO CAMPUS,16,,2: Schaumburg Course,1,A,Lecture
202510,11815,COMPI: CRITICAL READ & WRITING,ENG,101,02A,ENG-101,ENG-101-02A,,1,CHICAGO CAMPUS,24,19,5,,0,RE,**Registered**,,Undergraduate,"College of Humanities, Education & Social Sciences",Undecided,CHICAGO CAMPUS,16,,2: Schaumburg Course,1,A,Lecture
202510,11939,INTRODUCTION TO BUSINESS,BADM,101,1,BADM-101,BADM-101-01,,1,CHICAGO CAMPUS,50,43,7,,0,RE,**Registered**,W E Heller Col of Business,Undergraduate,"College of Humanities, Education & Social Sciences",Undecided,CHICAGO CAMPUS,16,,2: Schaumburg Course,1,A,Lecture
202510,13262,FIRST YEAR SUCCESS COURSE,FYS,101,01H,FYS-101,FYS-101-01H,,1,CHICAGO CAMPUS,25,14,11,,0,RE,**Registered**,,Undergraduate,"College of Humanities, Education & Social Sciences",Undecided,CHICAGO CAMPUS,16,,2: Schaumburg Course,1,A,Lecture
202510,13797,WHAT IS LAW?,PARA,101,2,PARA-101,PARA-101-02,,1,CHICAGO CAMPUS,30,14,16,,0,RE,**Registered**,,Undergraduate,"College of Humanities, Education & Social Sciences",Undecided,CHICAGO CAMPUS,16,,2: Schaumburg Course,1,A,Lecture
202510,14595,THE UNITED STATES TO 1865,HIST,106,02A,HIST-106,HIST-106-02A,,1,CHICAGO CAMPUS,40,27,13,,0,RE,**Registered**,,Undergraduate,"College of Humanities, Education & Social Sciences",Undecided,CHICAGO CAMPUS,16,,2: Schaumburg Course,1,A,Lecture
202510,10946,ABNORMAL PSYCHOLOGY,PSYC,201,1,PSYC-201,PSYC-201-01,,1,CHICAGO CAMPUS,40,21,19,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,CHICAGO CAMPUS,15,46,2: Schaumburg Course,1,A,Lecture
202510,11453,THE WORLD SINCE 1500,HIST,112,98,HIST-112,HIST-112-98,,8,ONLINE,25,23,2,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,CHICAGO CAMPUS,15,46,3: Online Course,1,D,Online
202510,12567,PUBLIC HEALTH ISSUES AND IDEAS,HSAD,250,98A,HSAD-250,HSAD-250-98A,H5,8,ONLINE,25,25,0,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,CHICAGO CAMPUS,15,46,3: Online Course,1,D,Online
202510,14394,SENSATION AND PERCEPTION,PSYC,325,1,PSYC-325,PSYC-325-01,,1,CHICAGO CAMPUS,40,27,13,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,CHICAGO CAMPUS,15,46,2: Schaumburg Course,1,A,Lecture
202510,14396,OLDER ADULTHOOD AND AGING,PSYC,341,1,PSYC-341,PSYC-341-01,,1,CHICAGO CAMPUS,40,16,24,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,CHICAGO CAMPUS,15,46,2: Schaumburg Course,1,A,Lecture
202510,11316,COMPI: CRITICAL READ & WRITING,ENG,101,07A,ENG-101,ENG-101-07A,,1,CHICAGO CAMPUS,24,20,4,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Cyber and Information Security,CHICAGO CAMPUS,13,3,2: Schaumburg Course,1,A,Lecture
202510,11336,UNITED STATES POLITICS,POS,101,1,POS-101,POS-101-01,,1,CHICAGO CAMPUS,40,33,7,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Cyber and Information Security,CHICAGO CAMPUS,13,3,2: Schaumburg Course,1,A,Lecture
202510,11796,PRINCIPLES OF ECONOMICS I,ECON,101,2,ECON-101,ECON-101-02,,1,CHICAGO CAMPUS,35,31,4,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Cyber and Information Security,CHICAGO CAMPUS,13,3,2: Schaumburg Course,1,A,Lecture
202510,12342,QUANTITATIVE LITERACY,MATH,110,2,MATH-110,MATH-110-02,,1,CHICAGO CAMPUS,24,22,2,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Cyber and Information Security,CHICAGO CAMPUS,13,3,2: Schaumburg Course,1,A,Lecture
202510,13082,FIRST YEAR SUCCESS COURSE,FYS,101,01N,FYS-101,FYS-101-01N,,1,CHICAGO CAMPUS,25,21,4,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Cyber and Information Security,CHICAGO CAMPUS,13,3,2: Schaumburg Course,1,A,Lecture
202510,11156,CALCULUS I,MATH,231,1,MATH-231,MATH-231-01,,1,CHICAGO CAMPUS,30,29,1,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Computer Science,CHICAGO CAMPUS,15,15,2: Schaumburg Course,1,A,Lecture
202510,11589,COMPUTER SCIENCE II,CST,250,1,CST-250,CST-250-01,AW,1,CHICAGO CAMPUS,25,21,4,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Computer Science,CHICAGO CAMPUS,15,15,2: Schaumburg Course,1,HY,Hybrid
202510,12368,ETHICS,PHIL,230,98,PHIL-230,PHIL-230-98,,8,ONLINE,25,26,-1,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Computer Science,CHICAGO CAMPUS,15,15,3: Online Course,1,D,Online
202510,14052,INTRODUCTION TO SOCIOLOGY,SOC,101,2,SOC-101,SOC-101-02,,1,CHICAGO CAMPUS,35,30,5,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Computer Science,CHICAGO CAMPUS,15,15,2: Schaumburg Course,1,A,Lecture
202510,14549,"INTERGR, HLTH, ARTS & PE CURR",EDUC,321,10B,EDUC-321,EDUC-321-10B,V7,1,CHICAGO CAMPUS,30,26,4,,0,RE,**Registered**,,Undergraduate,"College of Humanities, Education & Social Sciences",Special Education,CHICAGO CAMPUS,11,15,2: Schaumburg Course,1,A,Lecture
202510,14551,TEACHER RESIDENCY 1,SPED,367,4,SPED-367,SPED-367-04,,1,CHICAGO CAMPUS,4,6,-2,,0,RE,**Registered**,,Undergraduate,"College of Humanities, Education & Social Sciences",Special Education,CHICAGO CAMPUS,11,15,2: Schaumburg Course,1,A,Lecture
202510,14583,ASSESSMENT IN SPECIAL EDUC,SPED,340,98B,SPED-340,SPED-340-98B,GT,8,ONLINE,25,16,9,,0,RE,**Registered**,,Undergraduate,"College of Humanities, Education & Social Sciences",Special Education,CHICAGO CAMPUS,11,15,3: Online Course,1,D,Online
202510,10902,SUSTAINABLE FUTURE,SUST,210,98A,SUST-210,SUST-210-98A,,8,ONLINE,25,22,3,,0,RW,Web Registered,,Undergraduate,W E Heller Col of Business,Management,CHICAGO CAMPUS,11,56,3: Online Course,3B,D,Online
202510,12524,BUSINESS POLICY AND STRATEGY,MGMT,380,98,MGMT-380,MGMT-380-98,,8,ONLINE,30,26,4,,0,RW,Web Registered,W E Heller Col of Business,Undergraduate,W E Heller Col of Business,Management,CHICAGO CAMPUS,11,56,3: Online Course,1,D,Online
202510,12885,SENIOR LEVEL SPECIAL TOPICS,MGMT,390,2,MGMT-390,MGMT-390-02,,1,CHICAGO CAMPUS,25,4,21,,0,RW,Web Registered,W E Heller Col of Business,Undergraduate,W E Heller Col of Business,Management,CHICAGO CAMPUS,11,56,2: Schaumburg Course,1,A,Lecture
202510,14110,MODERN LATIN AMER LIT,SPAN,318,98,SPAN-318,SPAN-318-98,A3,8,ONLINE,30,27,3,,0,RW,Web Registered,,Undergraduate,W E Heller Col of Business,Management,CHICAGO CAMPUS,11,56,3: Online Course,1,D,Online
202510,14554,NATURAL SCIENCE LAB,NSCI,102,98B,NSCI-102,NSCI-102-98B,,8,ONLINE,25,12,13,,0,RW,Web Registered,,Undergraduate,W E Heller Col of Business,Management,CHICAGO CAMPUS,11,56,3: Online Course,1,D,Online
202510,13979,BIG DATA,CST,406,98B,CST-406,CST-406-98B,BH,8,ONLINE,25,24,1,,0,RE,**Registered**,,Graduate,"Col of Science, Health, & Phar",Computer Science,CHICAGO CAMPUS,9,6,3: Online Course,1,D,Online
202510,14301,DATA MINING,CST,421,4,CST-421,CST-421-04,,1,CHICAGO CAMPUS,30,14,16,,0,RW,Web Registered,,Graduate,"Col of Science, Health, & Phar",Computer Science,CHICAGO CAMPUS,9,6,2: Schaumburg Course,1,A,Lecture
202510,14442,ADVANCED ALGORITHMS,CST,408,1,CST-408,CST-408-01,,1,CHICAGO CAMPUS,50,17,33,,0,RW,Web Registered,,Graduate,"Col of Science, Health, & Phar",Computer Science,CHICAGO CAMPUS,9,6,2: Schaumburg Course,1,A,Lecture
202510,10915,COMPII:INTRO ACADEMIC RESEARCH,ENG,102,4,ENG-102,ENG-102-04,,1,CHICAGO CAMPUS,24,22,2,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Mathematics,CHICAGO CAMPUS,12,,2: Schaumburg Course,1,A,Lecture
202510,11148,COLLEGE ALGEBRA,MATH,121,1,MATH-121,MATH-121-01,,1,CHICAGO CAMPUS,30,28,2,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Mathematics,CHICAGO CAMPUS,12,,2: Schaumburg Course,1,A,Lecture
202510,11365,WHAT IS LAW?,PARA,101,1,PARA-101,PARA-101-01,,1,CHICAGO CAMPUS,30,27,3,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Mathematics,CHICAGO CAMPUS,12,,2: Schaumburg Course,1,A,Lecture
202510,12938,ALGEBRAIC FOUNDATIONS,MATH,21,2,MATH-021,MATH-021-02,,1,CHICAGO CAMPUS,24,21,3,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Mathematics,CHICAGO CAMPUS,12,,2: Schaumburg Course,1,A,Lecture
202510,10936,INTRO TO CRIMINAL JUSTICE,CJL,200,1,CJL-200,CJL-200-01,,1,CHICAGO CAMPUS,35,34,1,,0,RE,**Registered**,,Undergraduate,"College of Humanities, Education & Social Sciences",Paralegal Studies,CHICAGO CAMPUS,16,7,2: Schaumburg Course,1,A,Lecture
202510,11221,INTRO TO ENVIRONMENTAL SCI,PHSC,105,1,PHSC-105,PHSC-105-01,,8,ONLINE,40,36,4,,0,RE,**Registered**,,Undergraduate,"College of Humanities, Education & Social Sciences",Paralegal Studies,CHICAGO CAMPUS,16,7,3: Online Course,1,D,Online
202510,13080,FIRST YEAR SUCCESS COURSE,FYS,101,01B,FYS-101,FYS-101-01B,,1,CHICAGO CAMPUS,25,23,2,,0,RE,**Registered**,,Undergraduate,"College of Humanities, Education & Social Sciences",Paralegal Studies,CHICAGO CAMPUS,16,7,2: Schaumburg Course,1,A,Lecture
202510,13766,COMPI: CRITICAL READ & WRITING,ENG,101,04A,ENG-101,ENG-101-04A,,1,CHICAGO CAMPUS,24,21,3,,0,RE,**Registered**,,Undergraduate,"College of Humanities, Education & Social Sciences",Paralegal Studies,CHICAGO CAMPUS,16,7,2: Schaumburg Course,1,A,Lecture
202510,13773,PUBLIC SPEAKING,COMM,101,01A,COMM-101,COMM-101-01A,,1,CHICAGO CAMPUS,20,17,3,,0,RE,**Registered**,,Undergraduate,"College of Humanities, Education & Social Sciences",Paralegal Studies,CHICAGO CAMPUS,16,7,2: Schaumburg Course,1,A,Lecture
202510,13797,WHAT IS LAW?,PARA,101,2,PARA-101,PARA-101-02,,1,CHICAGO CAMPUS,30,14,16,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Paralegal Studies,CHICAGO CAMPUS,16,7,2: Schaumburg Course,1,A,Lecture
202510,11207,GENERAL CHEMISTRY I-LECT,CHEM,201,01A,CHEM-201,CHEM-201-01A,,1,CHICAGO CAMPUS,48,43,5,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,12,9,2: Schaumburg Course,1,A,Lecture
202510,11209,GENERAL CHEMISTRY I-DISC & LAB,CHEM,201,01C,CHEM-201,CHEM-201-01C,,1,CHICAGO CAMPUS,24,22,2,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,12,9,2: Schaumburg Course,1,B,Lab
202510,11643,ANATOMY & PHYSIOLOGY I-LAB,BIOL,123,01B,BIOL-123,BIOL-123-01B,,1,CHICAGO CAMPUS,30,32,-2,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,12,9,2: Schaumburg Course,1,B,Lab
202510,14177,PHILOSOPHIES OF LIFE,PHIL,102,98,PHIL-102,PHIL-102-98,,8,ONLINE,25,25,0,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,12,9,3: Online Course,1,D,Online
202510,14463,ANATOMY &PHYSIOLOGY I-lect,BIOL,123,02A,BIOL-123,BIOL-123-02A,,1,CHICAGO CAMPUS,50,49,1,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,12,9,2: Schaumburg Course,1,A,Lecture
202510,11151,COLLEGE ALGEBRA,MATH,121,98,MATH-121,MATH-121-98,,8,ONLINE,30,29,1,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,13,14,3: Online Course,1,D,Online
202510,11924,INTRO TO MEDICAL TERMINOLOGY,ALH,119,98,ALH-119,ALH-119-98,,8,ONLINE,70,74,-4,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,13,14,3: Online Course,1,D,Online
202510,12093,"SPRAWL, TRANSPORT, PLANNING",SUST,320,98,SUST-320,SUST-320-98,,8,ONLINE,25,26,-1,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,13,14,3: Online Course,3B,D,Online
202510,12261,TRANSFER SUCCESS 101,TRS,101,98,TRS-101,TRS-101-98,,8,ONLINE,50,48,2,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,13,14,3: Online Course,1,D,Online
202510,12938,ALGEBRAIC FOUNDATIONS,MATH,21,2,MATH-021,MATH-021-02,,1,CHICAGO CAMPUS,24,21,3,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,13,14,2: Schaumburg Course,1,A,Lecture
202510,10895,INTRO TO THE VISUAL ARTS,ART,101,1,ART-101,ART-101-01,,1,CHICAGO CAMPUS,50,45,5,,0,RE,**Registered**,,Undergraduate,W E Heller Col of Business,Marketing,CHICAGO CAMPUS,16,7,2: Schaumburg Course,1,A,Lecture
202510,11315,COMPI: CRITICAL READ & WRITING,ENG,101,7,ENG-101,ENG-101-07,,1,CHICAGO CAMPUS,24,23,1,,0,RE,**Registered**,,Undergraduate,W E Heller Col of Business,Marketing,CHICAGO CAMPUS,16,7,2: Schaumburg Course,1,A,Lecture
202510,11796,PRINCIPLES OF ECONOMICS I,ECON,101,2,ECON-101,ECON-101-02,,1,CHICAGO CAMPUS,35,31,4,,0,RE,**Registered**,,Undergraduate,W E Heller Col of Business,Marketing,CHICAGO CAMPUS,16,7,2: Schaumburg Course,1,A,Lecture
202510,12342,QUANTITATIVE LITERACY,MATH,110,2,MATH-110,MATH-110-02,,1,CHICAGO CAMPUS,24,22,2,,0,RE,**Registered**,,Undergraduate,W E Heller Col of Business,Marketing,CHICAGO CAMPUS,16,7,2: Schaumburg Course,1,A,Lecture
202510,13086,FIRST YEAR SUCCESS COURSE,FYS,101,01R,FYS-101,FYS-101-01R,,1,CHICAGO CAMPUS,25,22,3,,0,RE,**Registered**,,Undergraduate,W E Heller Col of Business,Marketing,CHICAGO CAMPUS,16,7,2: Schaumburg Course,1,A,Lecture
202510,13123,INTRODUCTION TO BUSINESS,BADM,101,3,BADM-101,BADM-101-03,,1,CHICAGO CAMPUS,50,37,13,,0,RE,**Registered**,W E Heller Col of Business,Undergraduate,W E Heller Col of Business,Marketing,CHICAGO CAMPUS,16,7,2: Schaumburg Course,1,A,Lecture
202510,12255,COMPI: CRITICAL READ & WRITING,ENG,101,01B,ENG-101,ENG-101-01B,,1,CHICAGO CAMPUS,24,21,3,,0,RE,**Registered**,,Undergraduate,W E Heller Col of Business,Management,CHICAGO CAMPUS,12,10,2: Schaumburg Course,1,A,Lecture
202510,12342,QUANTITATIVE LITERACY,MATH,110,2,MATH-110,MATH-110-02,,1,CHICAGO CAMPUS,24,22,2,,0,RW,Web Registered,,Undergraduate,W E Heller Col of Business,Management,CHICAGO CAMPUS,12,10,2: Schaumburg Course,1,A,Lecture
202510,12368,ETHICS,PHIL,230,98,PHIL-230,PHIL-230-98,,8,ONLINE,25,26,-1,,0,RW,Web Registered,,Undergraduate,W E Heller Col of Business,Management,CHICAGO CAMPUS,12,10,3: Online Course,1,D,Online
202510,14574,MATHEMATICAL FOUNDATIONS,MATH,10,03A,MATH-010,MATH-010-03A,,1,CHICAGO CAMPUS,24,17,7,,0,RE,**Registered**,,Undergraduate,W E Heller Col of Business,Management,CHICAGO CAMPUS,12,10,2: Schaumburg Course,1,A,Lecture
202510,12567,PUBLIC HEALTH ISSUES AND IDEAS,HSAD,250,98A,HSAD-250,HSAD-250-98A,H5,8,ONLINE,25,25,0,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar","Exercise, Nutrition and Health",CHICAGO CAMPUS,15,43,3: Online Course,1,D,Online
202510,13138,FOUNDATIONS HEALTH EDUCATION,HCA,360,98,HCA-360,HCA-360-98,,8,ONLINE,40,44,-4,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar","Exercise, Nutrition and Health",CHICAGO CAMPUS,15,43,3: Online Course,1,D,Online
202510,13583,NUTRITION ASSESSMENT,AHS,315,98,AHS-315,AHS-315-98,,8,ONLINE,40,21,19,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar","Exercise, Nutrition and Health",CHICAGO CAMPUS,15,43,3: Online Course,1,D,Online
202510,13584,HEALTH & WELL COACH TRAINING,AHS,385,98,AHS-385,AHS-385-98,,8,ONLINE,40,29,11,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar","Exercise, Nutrition and Health",CHICAGO CAMPUS,15,43,3: Online Course,1,D,Online
202510,14335,EXERCISE SCI,FIT,100,98,FIT-100,FIT-100-98,,8,ONLINE,24,23,1,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar","Exercise, Nutrition and Health",CHICAGO CAMPUS,15,43,3: Online Course,1,D,Online
202510,11703,LEARN BASES OF BEHAV FOR COUNS,PSYC,580,98,PSYC-580,PSYC-580-98,,8,ONLINE,30,21,9,,0,RW,Web Registered,,Graduate,"College of Humanities, Education & Social Sciences",Clin Psych (Counslng Practice),CHICAGO CAMPUS,9,18,3: Online Course,1,D,Online
202510,13990,SEMINAR: CAREER COUNSELING,PSYC,486,98,PSYC-486,PSYC-486-98,,8,ONLINE,30,18,12,,0,RW,Web Registered,,Graduate,"College of Humanities, Education & Social Sciences",Clin Psych (Counslng Practice),CHICAGO CAMPUS,9,18,3: Online Course,1,D,Online
202510,14231,MA CLINICAL INTERNSHIP,PSYC,697A,19,PSYC-697A,PSYC-697A-19,,1,CHICAGO CAMPUS,12,9,3,,0,RE,**Registered**,,Graduate,"College of Humanities, Education & Social Sciences",Clin Psych (Counslng Practice),CHICAGO CAMPUS,9,18,2: Schaumburg Course,1,L,Internship
202510,13465,WRITING FOR NONPROFITS,ENG,223,1,ENG-223,ENG-223-01,AL,1,CHICAGO CAMPUS,30,9,21,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Education & Youth Studies,CHICAGO CAMPUS,15,30,2: Schaumburg Course,1,A,Lecture
202510,13515,MTHDS & MTRLS TEACHING ESL,DLED,375,98,DLED-375,DLED-375-98,,8,ONLINE,25,19,6,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Education & Youth Studies,CHICAGO CAMPUS,15,30,3: Online Course,3B,D,Online
202510,13518,LINGUISTICS FOR ESL TEACHERS,DLED,358,98,DLED-358,DLED-358-98,,8,ONLINE,25,20,5,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Education & Youth Studies,CHICAGO CAMPUS,15,30,3: Online Course,1,D,Online
202510,13540,SUSTAINABLE FUTURE,SUST,210,98,SUST-210,SUST-210-98,,8,ONLINE,25,25,0,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Education & Youth Studies,CHICAGO CAMPUS,15,30,3: Online Course,3A,D,Online
202510,14251,GENDER JUSTICE,WGS,110,3,WGS-110,WGS-110-03,,1,CHICAGO CAMPUS,40,35,5,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Education & Youth Studies,CHICAGO CAMPUS,15,30,2: Schaumburg Course,1,A,Lecture
202510,10013,FUNDAMENTALS OF ACTING I,THAR,206,1,THAR-206,THAR-206-01,,1,CHICAGO CAMPUS,25,20,5,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Musical Theater,CHICAGO CAMPUS,13,3,2: Schaumburg Course,1,A,Lecture
202510,11430,THEATRE PRODUCTION PRACTICUM,THAR,350,10B,THAR-350,THAR-350-10B,,1,CHICAGO CAMPUS,50,25,25,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Musical Theater,CHICAGO CAMPUS,13,3,2: Schaumburg Course,1,P,Performance
202510,12909,VOICE & SPEECH FOR THE ACTOR I,THAR,220,5,THAR-220,THAR-220-05,,1,CHICAGO CAMPUS,25,23,2,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Musical Theater,CHICAGO CAMPUS,13,3,2: Schaumburg Course,1,A,Lecture
202510,14627,VOCAL ENSEMBLE,MTHR,201,1,MTHR-201,MTHR-201-01,,1,CHICAGO CAMPUS,150,102,48,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Musical Theater,CHICAGO CAMPUS,13,3,2: Schaumburg Course,1,A,Lecture
202510,14666,"BALLET, LEVEL I",TDAN,221,1,TDAN-221,TDAN-221-01,,1,CHICAGO CAMPUS,20,19,1,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Musical Theater,CHICAGO CAMPUS,13,3,2: Schaumburg Course,1,EN,Ensemble
